gene_symbol,mutation_count,pathway_count,drug_count,degree
LOC642846,40,0.0,0.0,0
LOC643406,2,0.0,0.0,0
LOC643441,4,0.0,0.0,0
LOC644554,2,0.0,0.0,0
LOC645188;SPANXA1;SPANXA2;SPANXA2-OT1,4,0.0,0.0,0
LOC645188;SPANXA2-OT1,2,0.0,0.0,0
LOC646736,4,0.0,0.0,0
LOC651337;CACNA1B;EHMT1,1,0.0,0.0,0
LOC651337;ZMYND19;CACNA1B;EHMT1;ARRDC1;DPH7,1,0.0,0.0,0
LOC728392,6,0.0,0.0,0
LOC728743,2,0.0,0.0,0
LOC729681;PDE10A;SDIM1,1,0.0,0.0,0
LOC729681;TBXT,1,0.0,0.0,0
LOC729732,22,0.0,0.0,0
LOC729737,2,0.0,0.0,0
LOC730100,6,0.0,0.0,0
LOC730101,6,0.0,0.0,0
LOC780529;OBI1-AS1,2,0.0,0.0,0
LOC93429,14,0.0,0.0,0
LOH12CR2,2,0.0,0.0,0
LONP1,2343,0.0,1.0,1
LONP2,152,0.0,0.0,0
LONP2;SIAH1,2,0.0,0.0,0
LONRF1,252,0.0,0.0,0
LONRF2,242,0.0,0.0,0
LONRF3,350,0.0,0.0,0
LONRF3;ZCCHC12,1,0.0,0.0,0
LORICRIN,284,0.0,0.0,0
LOX,1360,0.0,0.0,0
LOXHD1,6087,0.0,0.0,0
LOXL1,198,0.0,0.0,0
LOXL1-AS1,12,0.0,0.0,0
LOXL2,354,0.0,2.0,2
LOXL2-AS1,2,0.0,0.0,0
LOXL2;R3HCC1,1,0.0,0.0,0
LOXL3,1074,0.0,0.0,0
LOXL3;DOK1,2,0.0,0.0,0
LOXL4,334,0.0,0.0,0
LOX;SNCAIP;SNX2;SNX24;ZNF474,1,0.0,0.0,0
LOX;SRFBP1,5,0.0,0.0,0
LPA,649,0.0,2.0,2
LPA;PLG;MAP3K4;AGPAT4,1,0.0,0.0,0
LPAR1,95,8.0,3.0,11
LPAR2,106,0.0,3.0,3
LPAR3,138,8.0,2.0,10
LPAR4,102,8.0,3.0,11
LPAR4;CYSLTR1;RTL3,1,0.0,0.0,0
LPAR5,126,0.0,1.0,1
LPAR6,192,8.0,1.0,9
LPAR6;RB1,8,0.0,0.0,0
LPCAT1,204,0.0,0.0,0
LPCAT2,150,0.0,0.0,0
LPCAT3,128,7.0,0.0,7
LPCAT3;MIR141;EMG1;MIR200C;PHB2;PTPN6,1,0.0,0.0,0
LPCAT4,174,9.0,0.0,9
LPGAT1,66,0.0,0.0,0
LPIN1,1747,20.0,0.0,20
LPIN1;GREB1;NTSR2;TRIB2,1,0.0,0.0,0
LPIN2,2059,0.0,0.0,0
LPIN2;MYL12A;MYL12B;MYOM1,1,0.0,0.0,0
LPIN2;SMCHD1;EMILIN2,1,0.0,0.0,0
LPIN3,316,0.0,0.0,0
LPL,1809,0.0,28.0,28
LPL;CSGALNACT1;INTS10,1,0.0,0.0,0
LPO,244,0.0,5.0,5
LPO;MPO,4,0.0,0.0,0
LPP,408,0.0,0.0,0
LPP;LPP-AS1,2,0.0,0.0,0
LPP;LPP-AS1;MIR28,2,0.0,0.0,0
LPP;MIR28,4,0.0,0.0,0
LPP;TPRG1,1,0.0,0.0,0
LPXN,122,0.0,0.0,0
LRAT,566,0.0,0.0,0
LRATD1,71,0.0,0.0,0
LRATD2,84,0.0,0.0,0
LRATD2;PCAT1,1,0.0,0.0,0
LRATD2;PCAT1;POU5F1B,1,0.0,0.0,0
LRBA,5052,0.0,2.0,2
LRBA;MAB21L2,9,0.0,0.0,0
LRBA;PRSS48;RPS3A;SH3D19;SNORD73A,2,0.0,0.0,0
LRBA;RPS3A;SH3D19;SNORD73A,2,0.0,0.0,0
LRCH1,292,0.0,0.0,0
LRCH1;HTR2A;ESD,1,0.0,0.0,0
LRCH2,290,0.0,0.0,0
LRCH2;RBMXL3,6,0.0,0.0,0
LRCH3,305,0.0,0.0,0
LRCH3;IQCG,1,0.0,0.0,0
LRCH3;RUBCN;BDH1;FYTTD1,1,0.0,0.0,0
LRCH3;RUBCN;FYTTD1,1,0.0,0.0,0
LRCH4,340,0.0,0.0,0
LRCOL1,58,0.0,0.0,0
LRFN1,178,0.0,0.0,0
LRFN2,230,0.0,0.0,0
LRFN3,234,0.0,0.0,0
LRFN4,220,0.0,0.0,0
LRFN5,192,0.0,0.0,0
LRG1,138,3.0,0.0,3
LRGUK,301,0.0,0.0,0
LRGUK;EXOC4,1,0.0,0.0,0
LRIF1,226,0.0,0.0,0
LRIG1,626,9.0,0.0,9
LRIG1;MAGI1,2,0.0,0.0,0
LRIG2,449,0.0,0.0,0
LRIG2;MAGI3;SLC16A1,1,0.0,0.0,0
LRIG2;MOV10;PPM1J;RHOC;SLC16A1;TAFA3,2,0.0,0.0,0
LRIG2;PPM1J;RHOC;SLC16A1;TAFA3,1,0.0,0.0,0
LRIG2;SLC16A1;RHOC;TAFA3;PPM1J,1,0.0,0.0,0
LRIG2;SLC16A1;TAFA3,1,0.0,0.0,0
LRIG3,317,0.0,0.0,0
LRIG3;SLC16A7,2,0.0,0.0,0
LRIT1,224,0.0,0.0,0
LRIT2,214,0.0,0.0,0
LRIT3,924,0.0,0.0,0
LRMDA,253,0.0,1.0,1
LRP1,1544,0.0,3.0,3
LRP10,264,6.0,0.0,6
LRP11,140,0.0,0.0,0
LRP11;PCMT1;RAET1E;RAET1G;ULBP1;ULBP2,2,0.0,0.0,0
LRP12,258,6.0,0.0,6
LRP1B,1411,0.0,3.0,3
LRP2,10171,0.0,0.0,0
LRP2BP,104,0.0,0.0,0
LRP3,334,0.0,0.0,0
LRP4,3086,0.0,0.0,0
LRP4-AS1,2,0.0,0.0,0
LRP4;LRP4-AS1,4,0.0,0.0,0
LRP5,4986,0.0,0.0,0
LRP6,1604,0.0,0.0,0
LRP8,322,0.0,0.0,0
LRPAP1,260,0.0,0.0,0
LRPPRC,4766,3.0,0.0,3
LRR1,135,7.0,0.0,7
LRRC1,178,0.0,0.0,0
LRRC10,420,0.0,0.0,0
LRRC10B,124,0.0,0.0,0
LRRC14,150,0.0,0.0,0
LRRC14B,226,0.0,0.0,0
LRRC14B;AHRR;CCDC127;SDHA;PLEKHG4B;PDCD6,1,0.0,0.0,0
LRRC14B;PLEKHG4B,2,0.0,0.0,0
LRRC15,264,0.0,3.0,3
LRRC17,132,0.0,0.0,0
LRRC18,104,0.0,0.0,0
LRRC18;VSTM4;WDFY4,1,0.0,0.0,0
LRRC19,128,0.0,0.0,0
LRRC1;MLIP;FAM83B;HCRTR2;LOC101927189;TINAG,1,0.0,0.0,0
LRRC2,126,0.0,0.0,0
LRRC20,86,0.0,0.0,0
LRRC20;NPFFR1,1,0.0,0.0,0
LRRC23,122,0.0,0.0,0
LRRC24,192,0.0,0.0,0
LRRC25,96,0.0,0.0,0
LRRC26,156,0.0,0.0,0
LRRC27,252,0.0,0.0,0
LRRC28,134,0.0,0.0,0
LRRC28;LYSMD4;MEF2A,1,0.0,0.0,0
LRRC28;MEF2A;PGPEP1L;SYNM;TTC23,1,0.0,0.0,0
LRRC28;MEF2A;TTC23,2,0.0,0.0,0
LRRC28;PGPEP1L;IGF1R;SYNM;TTC23,1,0.0,0.0,0
LRRC28;TTC23,1,0.0,0.0,0
LRRC29,52,0.0,0.0,0
LRRC3,132,0.0,0.0,0
LRRC30,118,0.0,0.0,0
LRRC30;ARHGAP28;LAMA1,1,0.0,0.0,0
LRRC30;PTPRM;LAMA1,1,0.0,0.0,0
LRRC31,156,0.0,0.0,0
LRRC32,320,0.0,5.0,5
LRRC34,162,0.0,0.0,0
LRRC36,194,0.0,0.0,0
LRRC37A,198,0.0,0.0,0
LRRC37A2,306,0.0,0.0,0
LRRC37A2;GOSR2,2,0.0,0.0,0
LRRC37A3,446,0.0,0.0,0
LRRC37B,344,0.0,0.0,0
LRRC38,82,0.0,0.0,0
LRRC39,140,0.0,0.0,0
LRRC3B,46,0.0,0.0,0
LRRC3C,104,0.0,0.0,0
LRRC4,166,0.0,0.0,0
LRRC40,186,0.0,0.0,0
LRRC41,268,10.0,0.0,10
LRRC42,136,0.0,0.0,0
LRRC43,214,0.0,0.0,0
LRRC45,384,0.0,0.0,0
LRRC46,110,0.0,0.0,0
LRRC47,186,0.0,0.0,0
LRRC49,188,0.0,0.0,0
LRRC4B,150,0.0,0.0,0
LRRC4C,130,0.0,0.0,0
LRRC4;SND1,1,0.0,0.0,0
LRRC51;LRTOMT,18,0.0,0.0,0
LRRC52,94,0.0,0.0,0
LRRC53,8,0.0,0.0,0
LRRC55,106,0.0,0.0,0
LRRC56,489,0.0,0.0,0
LRRC57,64,0.0,0.0,0
LRRC58,132,0.0,0.0,0
LRRC58;FSTL1;NDUFB4;RABL3;HGD,1,0.0,0.0,0
LRRC59,106,0.0,1.0,1
LRRC61,114,0.0,0.0,0
LRRC61;ZBED6CL,34,0.0,0.0,0
LRRC66,284,0.0,0.0,0
LRRC66;SGCB;SPATA18,1,0.0,0.0,0
LRRC69,148,0.0,0.0,0
LRRC69;SLC26A7,1,0.0,0.0,0
LRRC7,393,0.0,0.0,0
LRRC70,174,0.0,0.0,0
LRRC70;IPO11,1,0.0,0.0,0
LRRC71,188,0.0,0.0,0
LRRC72,94,0.0,0.0,0
LRRC73,84,0.0,0.0,0
LRRC74A,168,0.0,0.0,0
LRRC74B,16,0.0,0.0,0
LRRC75A,132,0.0,0.0,0
LRRC75A;TRPV2,1,0.0,0.0,0
LRRC75B,146,0.0,0.0,0
LRRC8A,1072,0.0,0.0,0
LRRC8B,155,2.0,0.0,2
LRRC8C,144,0.0,0.0,0
LRRC8D,144,0.0,0.0,0
LRRC8D;LRRC8C,1,0.0,0.0,0
LRRC8E,344,0.0,0.0,0
LRRC9,10,0.0,0.0,0
LRRCC1,480,0.0,0.0,0
LRRD1,206,0.0,0.0,0
LRRD1;AKAP9;CYP51A1;MTERF1;KRIT1;CYP51A1-AS1,1,0.0,0.0,0
LRRFIP1,356,0.0,0.0,0
LRRFIP2,240,0.0,0.0,0
LRRFIP2;MLH1,1,0.0,0.0,0
LRRIQ1,577,0.0,0.0,0
LRRIQ3,207,0.0,0.0,0
LRRIQ3;TNNI3K;FPGT;FPGT-TNNI3K,1,0.0,0.0,0
LRRIQ4,202,0.0,0.0,0
LRRK1,2231,0.0,0.0,0
LRRK2,8094,4.0,25.0,29
LRRK2;SLC2A13,1,0.0,0.0,0
LRRN1,223,0.0,0.0,0
LRRN2,202,0.0,0.0,0
LRRN3,184,0.0,0.0,0
LRRN3;IMMP2L,1,0.0,0.0,0
LRRN4,272,0.0,0.0,0
LRRN4CL,88,0.0,0.0,0
LRRTM1,130,3.0,0.0,3
LRRTM2,86,3.0,0.0,3
LRRTM3,104,3.0,0.0,3
LRRTM4,156,0.0,0.0,0
LRSAM1,2045,0.0,0.0,0
LRSAM1;NIBAN2;RPL12,1,0.0,0.0,0
LRSAM1;RPL12;ZNF79,1,0.0,0.0,0
LRTM1,116,0.0,0.0,0
LRTM2,130,0.0,0.0,0
LRTM3,50,0.0,0.0,0
LRTOMT,492,5.0,0.0,5
LRTOMT;ANAPC15,2,0.0,0.0,0
LRTOMT;LRRC51,4,0.0,0.0,0
LRWD1,286,0.0,0.0,0
LSAMP,85,0.0,0.0,0
LSG1,308,0.0,0.0,0
LSM1,53,3.0,0.0,3
LSM10,40,0.0,0.0,0
LSM11,182,7.0,0.0,7
LSM11;C5orf52;CLINT1;ADAM19;SOX30;THG1L,1,0.0,0.0,0
LSM12,32,0.0,0.0,0
LSM14A,130,0.0,0.0,0
LSM14B,106,0.0,0.0,0
LSM2,14,0.0,0.0,0
LSM3,36,6.0,0.0,6
LSM4,38,6.0,0.0,6
LSM5,22,6.0,0.0,6
LSM6,22,6.0,0.0,6
LSM7,37,0.0,0.0,0
LSM8,14,0.0,0.0,0
LSMEM1,34,0.0,0.0,0
LSMEM1;SAMTOR;TMEM168,1,0.0,0.0,0
LSMEM2,76,0.0,0.0,0
LSP1,36,0.0,0.0,0
LSR,496,0.0,0.0,0
LSS,802,0.0,0.0,0
LST1,38,0.0,1.0,1
LTA,36,0.0,4.0,4
LTA4H,188,0.0,9.0,9
LTAP1,42,0.0,0.0,0
LTB,50,0.0,2.0,2
LTB4R,96,8.0,16.0,24
LTB4R2,168,0.0,4.0,4
LTBP1,836,0.0,0.0,0
LTBP2,3424,0.0,0.0,0
LTBP3,4024,0.0,0.0,0
LTBP3;SCYL1,2,0.0,0.0,0
LTBP4,2749,0.0,0.0,0
LTBR,148,0.0,2.0,2
LTBR;PLEKHG6;SCNN1A;TNFRSF1A,1,0.0,0.0,0
LTC4S,58,0.0,6.0,6
LTC4S;MAML1;MGAT4B,1,0.0,0.0,0
LTC4S;MAPK9;MGAT4B;MRNIP;RASGEF1C;RNF130;SQSTM1;TBC1D9B,1,0.0,0.0,0
LTC4S;MGAT4B;MRNIP;RASGEF1C;RNF130;SQSTM1;TBC1D9B,1,0.0,0.0,0
LTC4S;MGAT4B;SQSTM1,1,0.0,0.0,0
LTF,282,0.0,4.0,4
LTK,342,0.0,23.0,23
LTN1,485,8.0,0.0,8
LTN1;RWDD2B;USP16,1,0.0,0.0,0
LTO1,56,0.0,0.0,0
LTV1,160,0.0,0.0,0
LUC7L,142,0.0,0.0,0
LUC7L2,56,0.0,1.0,1
LUC7L3,82,0.0,0.0,0
LUCAT1,2,0.0,0.0,0
LUM,68,0.0,1.0,1
LURAP1,78,0.0,0.0,0
LURAP1L,128,0.0,0.0,0
LURAP1L;MPDZ;NFIB;TYRP1,1,0.0,0.0,0
LURAP1L;MPDZ;TYRP1,5,0.0,0.0,0
LURAP1L;PTPRD;TYRP1,1,0.0,0.0,0
LURAP1L;TYRP1,3,0.0,0.0,0
LUZP1,333,0.0,0.0,0
LUZP1;KDM1A,1,0.0,0.0,0
LUZP2,108,0.0,0.0,0
LUZP4,127,0.0,0.0,0
LUZP6,2,0.0,0.0,0
LVRN,326,0.0,1.0,1
LXN,56,0.0,0.0,0
LY6D,28,0.0,0.0,0
LY6D;LY6K;LYNX1;LYPD2;PSCA;SLURP1;THEM6,1,0.0,0.0,0
LY6E,76,0.0,1.0,1
LY6E-DT,8,0.0,0.0,0
LY6G5B,76,0.0,0.0,0
LY6G5C,30,0.0,0.0,0
LY6G6C,36,0.0,0.0,0
LY6G6D,36,0.0,0.0,0
LY6G6F,96,4.0,0.0,4
LY6H,52,0.0,0.0,0
LY6K,100,0.0,0.0,0
LY6S-AS1,9,0.0,0.0,0
LY75,54,0.0,1.0,1
LY75-CD302,14,0.0,0.0,0
LY75;LY75-CD302,4,0.0,0.0,0
LY75;LY75-CD302;PLA2R1,2,0.0,0.0,0
LY86,66,0.0,0.0,0
LY9,230,0.0,0.0,0
LY96,38,44.0,1.0,45
LYAR,164,0.0,0.0,0
LYAR;NSG1;STX18;TMEM128;ZBTB49,1,0.0,0.0,0
LYG1,52,0.0,0.0,0
LYG1;LYG2,4,0.0,0.0,0
LYG2,74,0.0,0.0,0
LYL1,126,0.0,0.0,0
LYN,638,0.0,40.0,40
LYNX1,14,0.0,0.0,0
LYNX1;LYNX1-SLURP2,22,0.0,0.0,0
LYNX1;LYNX1-SLURP2;SLURP2;SLURP2-AS1,2,0.0,0.0,0
LYPD1,42,3.0,0.0,3
LYPD2,76,3.0,0.0,3
LYPD3,124,3.0,0.0,3
LYPD3;XRCC1;TEX101;ETHE1;PRG1;ZNF575;CD177;PHLDB3,1,0.0,0.0,0
LYPD4,58,3.0,0.0,3
LYPD5,80,3.0,0.0,3
LYPD6,48,0.0,0.0,0
LYPD6B,82,3.0,0.0,3
LYPD6;LYPD6B;MMADHC,1,0.0,0.0,0
LYPD6;MMADHC,1,0.0,0.0,0
LYPD8;OR14I1;OR2T10;OR2T11;OR2T27;OR2T35;SH3BP5L;ZNF672,1,0.0,0.0,0
LYPD8;SH3BP5L,1,0.0,0.0,0
LYPLA1,84,8.0,0.0,8
LYPLA1;MRPL15;RGS20;TCEA1,1,0.0,0.0,0
LYPLA1;MRPL15;TCEA1,2,0.0,0.0,0
LYPLA2,70,4.0,0.0,4
LYPLAL1,129,0.0,0.0,0
LYRM1,68,0.0,0.0,0
LYRM2,22,0.0,0.0,0
LYRM2;ANKRD6;MDN1,1,0.0,0.0,0
LYRM4,211,0.0,0.0,0
LYRM4;PPP1R3G,2,0.0,0.0,0
LYRM4;PPP1R3G;RPP40,1,0.0,0.0,0
LYRM7,197,0.0,0.0,0
LYRM9,38,0.0,0.0,0
LYSET,60,0.0,0.0,0
LYSMD1,70,0.0,0.0,0
LYSMD2,52,0.0,0.0,0
LYSMD3,84,0.0,0.0,0
LYSMD4,108,0.0,0.0,0
LYSMD4;MEF2A,2,0.0,0.0,0
LYST,8137,0.0,0.0,0
LYVE1,112,5.0,1.0,6
LYZ,205,0.0,0.0,0
LYZL1,78,0.0,0.0,0
LYZL2,78,0.0,0.0,0
LYZL2;MAP3K8,2,0.0,0.0,0
LYZL4,60,0.0,0.0,0
LYZL4;NKTR;SEC22C;SS18L2;VIPR1;ZBTB47,1,0.0,0.0,0
LYZL4;SEC22C;TRAK1;CCK;VIPR1,1,0.0,0.0,0
LYZL6,48,0.0,0.0,0
LYZ;YEATS4,1,0.0,0.0,0
LZIC,56,0.0,0.0,0
LZTFL1,470,0.0,0.0,0
LZTR1,9294,0.0,0.0,0
LZTS1,951,0.0,0.0,0
LZTS1-AS1,2,0.0,0.0,0
LZTS1;LPL;ATP6V1B2;INTS10;SLC18A1,1,0.0,0.0,0
LZTS2,316,0.0,0.0,0
LZTS2;PDZD7;TWNK,1,0.0,0.0,0
LZTS3,20,0.0,0.0,0
M1AP,210,0.0,0.0,0
M6PR,68,0.0,1.0,1
MAB21L1,93,0.0,0.0,0
MAB21L1;NBEA,5,0.0,0.0,0
MAB21L2,124,0.0,0.0,0
MAB21L3,120,0.0,0.0,0
MAB21L3;SLC22A15,1,0.0,0.0,0
MAB21L4,30,0.0,0.0,0
MAB21L4;AGXT;KIF1A,1,0.0,0.0,0
MAB21L4;AGXT;KIF1A;MTERF4;SNED1,1,0.0,0.0,0
MACC1,300,0.0,0.0,0
MACC1-AS1,4,0.0,0.0,0
MACF1,4069,0.0,0.0,0
MACIR,6,0.0,0.0,0
MACIR;PPIP5K2,3,0.0,0.0,0
MACO1,142,0.0,0.0,0
MACROD1,152,0.0,0.0,0
MACROD2,220,0.0,2.0,2
MACROD2-AS1,2,0.0,0.0,0
MACROD2;FLRT3,1,0.0,0.0,0
MACROD2;MACROD2-IT1,4,0.0,0.0,0
MACROD2;SNRPB2;OTOR;KIF16B,1,0.0,0.0,0
MACROH2A1,82,0.0,0.0,0
MACROH2A2,99,0.0,0.0,0
MAD1L1,360,0.0,2.0,2
MAD1L1;MRM2;NUDT1;SNX8,1,0.0,0.0,0
MAD1L1;MRM2;SNX8;NUDT1,1,0.0,0.0,0
MAD2L1,46,0.0,0.0,0
MAD2L1BP,84,0.0,0.0,0
MAD2L1;PDE5A,2,0.0,0.0,0
MAD2L2,383,6.0,0.0,6
MADCAM1,75,0.0,2.0,2
MADD,836,0.0,0.0,0
MAEA,118,4.0,0.0,4
MAEL,94,0.0,0.0,0
MAF,495,0.0,0.0,0
MAF1,82,0.0,0.0,0
MAFA,174,0.0,0.0,0
MAFB,466,0.0,0.0,0
MAFF,43,2.0,0.0,2
MAFF;PLA2G6,1,0.0,0.0,0
MAFG,42,0.0,0.0,0
MAFK,34,0.0,1.0,1
MAF;LOC125177356;LOC126862412;LOC129390812;LOC130059463;WWOX,2,0.0,0.0,0
MAF;WWOX,3,0.0,0.0,0
MAG,743,0.0,2.0,2
MAGEA1,55,0.0,2.0,2
MAGEA10,78,0.0,0.0,0
MAGEA10;GABRE;GABRA3,1,0.0,0.0,0
MAGEA11,74,0.0,0.0,0
MAGEA11;EOLA1;IDS;TMEM185A;MAGEA9B;HSFX2,1,0.0,0.0,0
MAGEA11;MAGEA9B;HSFX1;EOLA2;MAGEA8;TMEM185A;HSFX2;MAGEA9,1,0.0,0.0,0
MAGEA12,90,0.0,0.0,0
MAGEA1;PNMA3;PNMA5;PNMA6A,3,0.0,0.0,0
MAGEA1;PNMA3;PNMA5;PNMA6A;PWWP4;ZNF185,2,0.0,0.0,0
MAGEA1;PNMA3;PNMA6A,2,0.0,0.0,0
MAGEA1;PNMA3;PNMA6A;PWWP4,4,0.0,0.0,0
MAGEA1;PNMA6A,1,0.0,0.0,0
MAGEA1;PNMA6E;ZFP92;ZNF275,1,0.0,0.0,0
MAGEA2;MAGEA3;NSDHL;ZNF185;CETN2;CSAG1,1,0.0,0.0,0
MAGEA3,134,0.0,6.0,6
MAGEA3-DT,2,0.0,0.0,0
MAGEA3;MAGEA6,2,0.0,0.0,0
MAGEA4,116,0.0,0.0,0
MAGEA6,122,0.0,0.0,0
MAGEA8,80,0.0,0.0,0
MAGEA8;EOLA2,1,0.0,0.0,0
MAGEA8;MAMLD1;EOLA2,1,0.0,0.0,0
MAGEA9B,8,0.0,0.0,0
MAGEA9B;EOLA1;HSFX2;IDS;MAGEA11;TMEM185A,1,0.0,0.0,0
MAGEA9B;TMEM185A;AFF2;EOLA1;HSFX2;IDS;MAGEA11,1,0.0,0.0,0
MAGEB1,102,0.0,0.0,0
MAGEB10,45,0.0,0.0,0
MAGEB16,80,0.0,0.0,0
MAGEB16;CXorf22,1,0.0,0.0,0
MAGEB17,4,0.0,0.0,0
MAGEB17;GRPR,1,0.0,0.0,0
MAGEB18,62,0.0,0.0,0
MAGEB18;MAGEB6;MAGEB5,1,0.0,0.0,0
MAGEB2,124,0.0,0.0,0
MAGEB3,76,0.0,0.0,0
MAGEB4,74,0.0,0.0,0
MAGEB6,170,0.0,0.0,0
MAGEB6B,4,0.0,0.0,0
MAGEC1,514,0.0,0.0,0
MAGEC1;MAGEC2;MAGEC3,1,0.0,0.0,0
MAGEC1;MAGEC3,1,0.0,0.0,0
MAGEC1;MAGEC3;SPANXA1;SPANXA2;SPANXD,1,0.0,0.0,0
MAGEC1;MAGEC3;SPANXD,2,0.0,0.0,0
MAGEC2,94,0.0,0.0,0
MAGEC3,334,0.0,0.0,0
MAGEC3;MAGEC1,1,0.0,0.0,0
MAGEC3;SPANXD,1,0.0,0.0,0
MAGED1,347,0.0,0.0,0
MAGED2,512,4.0,0.0,4
MAGEE1,190,0.0,0.0,0
MAGEE1;PBDC1,2,0.0,0.0,0
MAGEE2,155,0.0,0.0,0
MAGEF1,84,0.0,0.0,0
MAGEH1,52,0.0,0.0,0
MAGEL2,2734,0.0,0.0,0
MAGEL2;NDN,1,0.0,0.0,0
MAGI1,388,0.0,0.0,0
MAGI1-AS1,4,0.0,0.0,0
MAGI1;KBTBD8;LRIG1,1,0.0,0.0,0
MAGI2,1373,0.0,0.0,0
MAGI2-AS3,6,0.0,0.0,0
MAGI2;PHTF2,5,0.0,0.0,0
MAGI2;PHTF2;PTPN12;RSBN1L;TMEM60,1,0.0,0.0,0
MAGI3,370,0.0,0.0,0
MAGIX,178,0.0,0.0,0
MAGOH,36,0.0,0.0,0
MAGOHB,70,0.0,0.0,0
MAGOH-DT,2,0.0,0.0,0
MAGT1,684,0.0,0.0,0
MAIP1,16,0.0,0.0,0
MAJIN,18,0.0,0.0,0
MAK,1333,0.0,0.0,0
MAK16,88,0.0,0.0,0
MAL,49,0.0,0.0,0
MAL2,45,0.0,0.0,0
MALL,18,0.0,0.0,0
MALL;LIMS4;BUB1;NPHP1;RGPD6,1,0.0,0.0,0
MALL;NPHP1,74,0.0,0.0,0
MALRD1,24,0.0,0.0,0
MALSU1,128,4.0,0.0,4
MALT1,1005,13.0,1.0,14
MALT1;ZNF532,1,0.0,0.0,0
MAMDC2,215,0.0,0.0,0
MAMDC2-AS1,2,0.0,0.0,0
MAMDC4,584,0.0,0.0,0
MAML1,352,0.0,0.0,0
MAML2,330,0.0,0.0,0
MAML2;CCDC82;JRKL,1,0.0,0.0,0
MAML3,191,0.0,1.0,1
MAMLD1,566,32.0,0.0,32
MAMLD1;MTM1,4,0.0,0.0,0
MAMSTR,150,0.0,0.0,0
MAN1A1,203,0.0,1.0,1
MAN1A2,120,10.0,0.0,10
MAN1A2;TRIM45;TTF2;VTCN1,1,0.0,0.0,0
MAN1B1,1293,18.0,1.0,19
MAN1C1,214,0.0,0.0,0
MAN1C1;LDLRAP1,1,0.0,0.0,0
MAN2A1,397,0.0,0.0,0
MAN2A2,442,0.0,0.0,0
MAN2B1,3896,0.0,0.0,0
MAN2B2,717,3.0,0.0,3
MAN2B2;MRFAP1,1,0.0,0.0,0
MAN2C1,570,0.0,0.0,0
MAN2C1;COMMD4;GOLGA6D;NEIL1;GOLGA6C;C15orf39;SIN3A,1,0.0,0.0,0
MANBA,1765,0.0,0.0,0
MANBAL,38,0.0,0.0,0
MANEA,167,0.0,0.0,0
MANEAL,132,0.0,0.0,0
MANEA;UFL1;FHL5;FUT9;GPR63,1,0.0,0.0,0
MANF,84,0.0,0.0,0
MANF;DOCK3;RBM15B;DCAF1,1,0.0,0.0,0
MANSC1,154,0.0,0.0,0
MANSC4,86,0.0,0.0,0
MAOA,657,0.0,37.0,37
MAOA;MAOB,3,0.0,0.0,0
MAOA;MAOB;NDP,1,0.0,0.0,0
MAOA;MAOB;NDP;NDP-AS1,2,0.0,0.0,0
MAOB,250,0.0,37.0,37
MAOB;DDX3X;NDP;GPR82;MAOA;NYX;CASK;GPR34,1,0.0,0.0,0
MAOB;NDP,2,0.0,0.0,0
MAP10,342,0.0,0.0,0
MAP10;NTPCR;PCNX2;SIPA1L2,2,0.0,0.0,0
MAP1A,854,0.0,0.0,0
MAP1B,1301,0.0,0.0,0
MAP1LC3A,30,0.0,0.0,0
MAP1LC3B,56,0.0,0.0,0
MAP1LC3B2,38,0.0,0.0,0
MAP1LC3B2;MED13L,2,0.0,0.0,0
MAP1LC3B2;TESC;FBXW8;RNFT2;HRK;NOS1;SPRING1;FBXO21;MED13L,1,0.0,0.0,0
MAP1LC3B;ZCCHC14,1,0.0,0.0,0
MAP1LC3B;ZCCHC14;ZCCHC14-DT;C16orf95;KLHDC4;JPH3;FBXO31,1,0.0,0.0,0
MAP1LC3C,50,0.0,0.0,0
MAP1S,474,0.0,0.0,0
MAP2,522,0.0,2.0,2
MAP2K1,1480,0.0,76.0,76
MAP2K1;SNAPC5,1,0.0,0.0,0
MAP2K1;TIPIN,1,0.0,0.0,0
MAP2K2,2061,0.0,42.0,42
MAP2K3,144,0.0,9.0,9
MAP2K4,120,0.0,9.0,9
MAP2K4;ZNF18,1,0.0,0.0,0
MAP2K5,136,0.0,8.0,8
MAP2K5;RNU6-1;SKOR1,1,0.0,0.0,0
MAP2K6,61,0.0,10.0,10
MAP2K7,150,0.0,10.0,10
MAP3K1,940,0.0,9.0,9
MAP3K10,308,0.0,6.0,6
MAP3K11,256,0.0,1.0,1
MAP3K12,158,0.0,1.0,1
MAP3K13,288,0.0,1.0,1
MAP3K14,1114,0.0,0.0,0
MAP3K14-AS1,8,0.0,0.0,0
MAP3K14;MAP3K14-AS1,2,0.0,0.0,0
MAP3K15,726,0.0,0.0,0
MAP3K15;PDHA1,12,0.0,0.0,0
MAP3K15;PDHA1;SH3KBP1,1,0.0,0.0,0
MAP3K15;SH3KBP1,1,0.0,0.0,0
MAP3K19,316,0.0,0.0,0
MAP3K2,144,0.0,1.0,1
MAP3K20,909,0.0,24.0,24
MAP3K20-AS1,4,0.0,0.0,0
MAP3K20;MAP3K20-AS1,48,0.0,0.0,0
MAP3K21,48,0.0,0.0,0
MAP3K21;MAP10;NTPCR;KCNK1;SLC35F3;PCNX2,1,0.0,0.0,0
MAP3K21;PCNX2,1,0.0,0.0,0
MAP3K3,250,0.0,0.0,0
