gene_symbol,mutation_count,pathway_count,drug_count,degree
ACAT1;ATM;C11orf65;EXPH5;NPAT;POGLUT3,1,0.0,0.0,0
ACAT1;ATM;CUL5;NPAT;RAB39A,1,0.0,0.0,0
ACAT1;ATM;NPAT,1,0.0,0.0,0
ACAT1;CUL5;NPAT;RAB39A;SLC35F2;SLN,1,0.0,0.0,0
ACAT1;CUL5;RAB39A;SLC35F2;SLN,1,0.0,0.0,0
ACAT2,164,0.0,36.0,36
ACAT2;ACAT1,1,0.0,0.0,0
ACAT2;MRPL18;PNLDC1;SOD2;TCP1;WTAP,1,0.0,0.0,0
ACBD3,152,0.0,0.0,0
ACBD4,150,0.0,0.0,0
ACBD5,897,0.0,0.0,0
ACBD5;ANKRD26;MASTL;MKX;ODAD2;PTCHD3;RAB18;YME1L1,1,0.0,0.0,0
ACBD5;LOC130003557,2,0.0,0.0,0
ACBD5;MASTL,2,0.0,0.0,0
ACBD6,161,0.0,0.0,0
ACBD6;KIAA1614;LHX4;XPR1,1,0.0,0.0,0
ACBD6;LHX4,1,0.0,0.0,0
ACBD6;LHX4;LHX4-AS1;LOC121725065;LOC129932008,2,0.0,0.0,0
ACBD6;LHX4;QSOX1,1,0.0,0.0,0
ACBD7,56,0.0,0.0,0
ACCS,200,0.0,0.0,0
ACCS;ACCSL,1,0.0,0.0,0
ACCSL,178,0.0,0.0,0
ACCSL;ACCS,1,0.0,0.0,0
ACD,2813,0.0,0.0,0
ACD;C16orf86;CARMIL2;CTCF;ENKD1;GFOD2;PARD6A;RANBP10,2,0.0,0.0,0
ACD;CARMIL2,6,0.0,0.0,0
ACE,1698,3.0,59.0,62
ACE2,282,0.0,10.0,10
ACE2;AP1S2;BMX;CA5B;CLTRN;INE2;PIR;ZRSR2,2,0.0,0.0,0
ACE2;CA5B;CLTRN;INE2;ZRSR2,1,0.0,0.0,0
ACER1,104,4.0,0.0,4
ACER2,107,4.0,0.0,4
ACER2;DENND4C;HAUS6;PLIN2;RPS6;RRAGA;SAXO1,1,0.0,0.0,0
ACER2;DENND4C;LOC121331322;LOC126860589;LOC126860590;LOC130001572;LOC130001573;RPS6;SLC24A2,2,0.0,0.0,0
ACER2;DENND4C;RPS6,2,0.0,0.0,0
ACER2;DENND4C;RPS6;SLC24A2,2,0.0,0.0,0
ACER2;SLC24A2,3,0.0,0.0,0
ACER2;SLC24A2;MLLT3,1,0.0,0.0,0
ACER3,252,0.0,0.0,0
ACER3;B3GNT6;CAPN5;GDPD4;LOC130006478;LOC130006479;MYO7A;OMP,1,0.0,0.0,0
ACHE,150,0.0,68.0,68
ACIN1,400,8.0,0.0,8
ACIN1;C14orf119;C14orf93;CDH24;CEBPE;PSMB11;PSMB5;SLC7A8,1,0.0,0.0,0
ACKR1,112,5.0,2.0,7
ACKR1;AIM2;CADM3;IFI16;PYHIN1,1,0.0,0.0,0
ACKR2,26,6.0,0.0,6
ACKR3,92,0.0,0.0,0
ACKR3;AGAP1;ASB18;COL6A3;COPS8;GBX2;IQCA1,1,0.0,0.0,0
ACKR3;AGAP1;ASB18;DRC11;GBX2;SH3BP4,1,0.0,0.0,0
ACKR3;IQCA1,1,0.0,0.0,0
ACKR4,12,0.0,3.0,3
ACKR5,34,0.0,0.0,0
ACLY,336,0.0,4.0,4
ACMSD,126,3.0,0.0,3
ACO1,316,0.0,3.0,3
ACO1;NDUFB6;RIGI;TAF1L;TMEM215;TOPORS,1,0.0,0.0,0
ACO1;NDUFB6;RIGI;TAF1L;TOPORS,1,0.0,0.0,0
ACO2,1822,0.0,0.0,0
ACO2;LOC130067544,2,0.0,0.0,0
ACO2;PHF5A;POLR3H;TEF;TOB2;ZC3H7B,1,0.0,0.0,0
ACO2;PMM1;DESI1;XRCC6;POLR3H;CSDC2,1,0.0,0.0,0
ACO2;POLR3H,3,0.0,0.0,0
ACOD1,12,0.0,0.0,0
ACOD1;CLN5;EDNRB;FBXL3;KCTD12;MYCBP2;SCEL;SLAIN1,1,0.0,0.0,0
ACOD1;CLN5;FBXL3;KCTD12;LMO7;LMO7DN;MYCBP2;SCEL;SLAIN1,1,0.0,0.0,0
ACOT1,134,0.0,0.0,0
ACOT11,213,4.0,0.0,4
ACOT11;CIMAP2;DHCR24;FAM151A;MROH7;PARS2;SSBP3;TTC22;TTC4,1,0.0,0.0,0
ACOT11;CIMAP2;FAM151A;MROH7;PARS2;TTC22;TTC4,1,0.0,0.0,0
ACOT11;TTC4;LEXM;PARS2;FAM151A;MROH7;TTC22,1,0.0,0.0,0
ACOT12,194,4.0,0.0,4
ACOT13,58,0.0,0.0,0
ACOT13;ALDH5A1;C6orf62;GMNN;KIAA0319;RIPOR2;TDP2,1,0.0,0.0,0
ACOT13;ARMH2;C6orf62;GMNN;LINC02828;LOC129995985;LOC129995986;RIPOR2,2,0.0,0.0,0
ACOT1;ACOT2;HEATR4,2,0.0,0.0,0
ACOT1;HEATR4,2,0.0,0.0,0
ACOT2,226,14.0,0.0,14
ACOT4,156,7.0,0.0,7
ACOT4;HEATR4,6,0.0,0.0,0
ACOT6,64,0.0,0.0,0
ACOT7,146,4.0,1.0,5
ACOT7;ESPN;HES2,1,0.0,0.0,0
ACOT7;GPR153;HES3;ICMT;RNF207,1,0.0,0.0,0
ACOT8,118,14.0,0.0,14
ACOT9,390,4.0,0.0,4
ACOT9;APOO;PRDX4;PTCHD1;SAT1,2,0.0,0.0,0
ACOX1,1882,0.0,0.0,0
ACOX1;FBF1,2,0.0,0.0,0
ACOX2,674,0.0,0.0,0
ACOX2;CFAP20DC;FAM107A;FAM3D;FHIT,5,0.0,0.0,0
ACOX2;CFAP20DC;FAM107A;FAM3D;FHIT;KCTD6,1,0.0,0.0,0
ACOX2;NPCDR1;FAM107A;CFAP20DC;FHIT;FAM3D,1,0.0,0.0,0
ACOX3,396,0.0,0.0,0
ACOX3;CPZ;GPR78;HTRA3;SH3TC1;TRMT44,2,0.0,0.0,0
ACOX3;CPZ;GPR78;HTRA3;TRMT44,1,0.0,0.0,0
ACOX3;CPZ;GPR78;TRMT44,2,0.0,0.0,0
ACOX3;HTRA3;SH3TC1;TRMT44,1,0.0,0.0,0
ACOX3;TRMT44,2,0.0,0.0,0
ACOXL,216,0.0,0.0,0
ACOXL;ANAPC1;BCL2L11;BUB1;FBLN7;MERTK;TMEM87B;ZC3H6;ZC3H8,11,0.0,0.0,0
ACOXL;ANAPC1;ZC3H8;BCL2L11;BUB1;FBLN7;MERTK;TMEM87B;ZC3H6,1,0.0,0.0,0
ACOXL;BCL2L11;BUB1,1,0.0,0.0,0
ACOXL;BUB1,1,0.0,0.0,0
ACOXL;BUB1;LIMS3;LIMS4;MALL;NPHP1;RGPD5;RGPD6,1,0.0,0.0,0
ACOXL;BUB1;LOC122817723;LOC126806307;LOC129934557;LOC129934558;LOC129934559;LOC129934560;SNORD132,2,0.0,0.0,0
ACP1,40,0.0,11.0,11
ACP1;ALKAL2;FAM110C;MYT1L;PXDN;SH3YL1;SNTG2;TMEM18;TPO,7,0.0,0.0,0
ACP1;ALKAL2;FAM110C;PXDN;SH3YL1;SNTG2;TMEM18;TPO,1,0.0,0.0,0
ACP1;ALKAL2;FAM110C;SH3YL1;SNTG2;TMEM18,1,0.0,0.0,0
ACP1;ALKAL2;SH3YL1,2,0.0,0.0,0
ACP1;ALKAL2;SH3YL1;SNTG2;TMEM18,2,0.0,0.0,0
ACP1;ALKAL2;SH3YL1;SNTG2;TMEM18;TPO,1,0.0,0.0,0
ACP2,160,0.0,0.0,0
ACP2;DDB2;MADD;MADD-AS1;MYBPC3;NR1H3;PSMC3;SLC39A13;SPI1,1,0.0,0.0,0
ACP3,132,0.0,10.0,10
ACP3;CPNE4;DNAJC13,1,0.0,0.0,0
ACP4,268,0.0,0.0,0
ACP5,693,0.0,26.0,26
ACP5;ELOF1;ZNF627,1,0.0,0.0,0
ACP6,180,0.0,0.0,0
ACP6;BCL9;CHD1L;FMO5;GJA5;GJA8;GPHRB;NBPF12;PRKAB2,6,0.0,0.0,0
ACP6;BCL9;CHD1L;FMO5;GJA5;GJA8;GPHRB;PRKAB2,9,0.0,0.0,0
ACP6;BCL9;CHD1L;FMO5;GJA5;GJA8;GPR89B;NBPF12;PRKAB2,11,0.0,0.0,0
ACP6;BCL9;CHD1L;FMO5;GJA5;GJA8;GPR89B;PRKAB2,24,0.0,0.0,0
ACP6;BCL9;CHD1L;FMO5;GJA5;GJA8;NBPF12;PRKAB2,1,0.0,0.0,0
ACP6;BCL9;CHD1L;FMO5;GJA5;GJA8;PRKAB2,5,0.0,0.0,0
ACP6;BCL9;CHD1L;FMO5;GPR89A;NBPF11;NBPF12;PRKAB2,1,0.0,0.0,0
ACP6;BCL9;PRKAB2;CHD1L;FMO5;GJA5;GJA8;GPR89B,3,0.0,0.0,0
ACP6;GJA5;GJA8;GPR89B,2,0.0,0.0,0
ACP6;PRKAB2;BCL9;CHD1L;FMO5;GJA5;GJA8;GPR89B,1,0.0,0.0,0
ACP7,14,0.0,0.0,0
ACP7;NCCRP1;PAK4;SYCN,1,0.0,0.0,0
ACR,168,0.0,0.0,0
ACR;ARSA;CHKB;CPT1B;KLHDC7B;MAPK8IP2;SHANK3;SYCE3,3,0.0,0.0,0
ACR;ARSA;MAPK8IP2;RABL2B;SHANK3,1,0.0,0.0,0
ACRBP,166,0.0,0.0,0
ACR;LOC105373100;LOC126863187;LOC126863188;LOC130067888;RABL2B;SHANK3,2,0.0,0.0,0
ACR;LOC105373100;LOC126863188;LOC130067888;RABL2B;SHANK3,4,0.0,0.0,0
ACR;LOC105373100;LOC126863188;LOC130067888;SHANK3,15,0.0,0.0,0
ACR;LOC105373100;SHANK3,4,0.0,0.0,0
ACR;RABL2B,1,0.0,0.0,0
ACR;RABL2B;SHANK3,5,0.0,0.0,0
ACR;SHANK3,16,0.0,0.0,0
ACRV1,54,0.0,38.0,38
ACRV1;CHEK1;EI24;FEZ1;PKNOX2;STT3A,1,0.0,0.0,0
ACRV1;CHEK1;STT3A,1,0.0,0.0,0
ACSBG1,244,5.0,0.0,5
ACSBG1;CRABP1;DNAJA4;IREB2;SKIC8,1,0.0,0.0,0
ACSBG2,246,0.0,0.0,0
ACSF2,204,0.0,0.0,0
ACSF3,2259,5.0,0.0,5
ACSF3;ANKRD11;CBFA2T3;CDH15;GALNS;PABPN1L;SLC22A31;TRAPPC2L;ZNF778,1,0.0,0.0,0
ACSF3;ANKRD11;CBFA2T3;CDH15;LOC101927817;SLC22A31;ZNF778,1,0.0,0.0,0
ACSF3;ANKRD11;CDH15;LOC101927817;SLC22A31;ZNF778,1,0.0,0.0,0
ACSF3;ANKRD11;CDH15;SLC22A31;ZNF778,7,0.0,0.0,0
ACSF3;CBFA2T3;CDH15;SLC22A31;ZNF778,2,0.0,0.0,0
ACSF3;CDH15,1,0.0,0.0,0
ACSF3;CDH15;LINC00304;LINC02138;LOC125177394;LOC130059792;LOC130059793;LOC130059794;LOC132090442,2,0.0,0.0,0
ACSF3;LOC125177393,2,0.0,0.0,0
ACSL1,196,16.0,9.0,25
ACSL1;CASP3;CENPU;HELT;IRF2;PRIMPOL,1,0.0,0.0,0
ACSL1;CASP3;IRF2;CENPU;PRIMPOL,1,0.0,0.0,0
ACSL1;CENPU;CFAP97;HELT;SLC25A4;SNX25,1,0.0,0.0,0
ACSL1;CFAP97;HELT;SLC25A4,1,0.0,0.0,0
ACSL3,182,9.0,4.0,13
ACSL3;CCDC140;FARSB;KCNE4;MOGAT1;PAX3;SGPP2,1,0.0,0.0,0
ACSL3;LOC129935685,2,0.0,0.0,0
ACSL4,687,9.0,2.0,11
ACSL4;AMMECR1;GUCY2F;KCNE5;NXT2;TMEM164,1,0.0,0.0,0
ACSL4;KCNE5,1,0.0,0.0,0
ACSL4;KCNE5;NXT2;TMEM164,1,0.0,0.0,0
ACSL4;TMEM164,1,0.0,0.0,0
ACSL5,238,0.0,0.0,0
ACSL5;GPAM;TECTB,1,0.0,0.0,0
ACSL5;GPAM;TECTB;VTI1A;ZDHHC6,1,0.0,0.0,0
ACSL6,188,5.0,0.0,5
ACSL6;CSF2;FNIP1;IL3;P4HA2,1,0.0,0.0,0
ACSM1,212,7.0,0.0,7
ACSM1;ACSM2A;ACSM2B;ACSM5;GP2;LOC126862310;PDILT;UMOD,2,0.0,0.0,0
ACSM1;ACSM2B,3,0.0,0.0,0
ACSM1;ACSM3;THUMPD1,1,0.0,0.0,0
ACSM2A,227,8.0,0.0,8
ACSM2A;ACSM5;PDILT;UMOD,1,0.0,0.0,0
ACSM2B,128,10.0,0.0,10
ACSM2B;ACSM2A;THUMPD1;ACSM1,1,0.0,0.0,0
ACSM3,220,0.0,0.0,0
ACSM4,152,8.0,0.0,8
ACSM4;APOBEC1;CD163;CD163L1;CLEC4C;DPPA3;GDF3;NANOG;NANOGNB,1,0.0,0.0,0
ACSM4;C1R;C1RL;C1S;CD163L1;CLSTN3;PEX5;RBP5,1,0.0,0.0,0
ACSM5,202,0.0,0.0,0
ACSM5;GP2;GPR139;LOC126862309;LOC129390773;PDILT;UMOD,2,0.0,0.0,0
ACSM6,126,6.0,0.0,6
ACSM6;CYP2C18;CYP2C19;CYP2C8;CYP2C9;HELLS;PDLIM1;SORBS1;TBC1D12,3,0.0,0.0,0
ACSM6;CYP2C8;CYP2C9;PDLIM1;SORBS1,1,0.0,0.0,0
ACSM6;CYP2C8;PDLIM1,1,0.0,0.0,0
ACSS1,184,0.0,0.0,0
ACSS1;APMAP;CST7;ENTPD6;VSX1,1,0.0,0.0,0
ACSS2,240,0.0,5.0,5
ACSS3,222,0.0,1.0,1
ACSS3;LIN7A;MYF5;MYF6;PTPRQ,1,0.0,0.0,0
ACSS3;LIN7A;PPFIA2,1,0.0,0.0,0
ACSS3;PPFIA2,1,0.0,0.0,0
ACTA1,1249,0.0,26.0,26
ACTA1;NUP133,1,0.0,0.0,0
ACTA2,1449,0.0,33.0,33
ACTA2;ACTA2-AS1,2,0.0,0.0,0
ACTA2;ANKRD22;FAS;FAS-AS1;LIPM;LIPN;STAMBPL1,1,0.0,0.0,0
ACTA2-AS1,2,0.0,0.0,0
ACTA2;FAS,4,0.0,0.0,0
ACTA2;FAS;LOC130004293,2,0.0,0.0,0
ACTA2;PLAG1,2,0.0,0.0,0
ACTB,1359,0.0,34.0,34
ACTB;CCZ1;FBXL18;FSCN1;OCM;RNF216;TNRC18,1,0.0,0.0,0
ACTB;FBXL18;FSCN1;OCM;RNF216;TNRC18,1,0.0,0.0,0
ACTB;FBXL18;FSCN1;RNF216;SLC29A4;TNRC18;WIPI2,1,0.0,0.0,0
ACTBL2,139,0.0,0.0,0
ACTBL2;GAPT;GPBP1;PLK2;RAB3C,1,0.0,0.0,0
ACTC1,1772,0.0,21.0,21
ACTC1;GJD2-DT,4,0.0,0.0,0
ACTG1,1439,0.0,35.0,35
ACTG1;BAHCC1,1,0.0,0.0,0
ACTG2,219,0.0,1.0,1
ACTG2;DGUOK,3,0.0,0.0,0
ACTL10,124,0.0,0.0,0
ACTL6A,164,0.0,4.0,4
ACTL6A;GNB4;KCNMB3;MFN1;MRPL47;NDUFB5;PIK3CA;USP13;ZNF639,1,0.0,0.0,0
ACTL6A;GNB4;KCNMB3;MFN1;MRPL47;NDUFB5;PIK3CA;ZNF639,1,0.0,0.0,0
ACTL6B,330,0.0,0.0,0
ACTL6B;TFR2,1,0.0,0.0,0
ACTL7A,170,0.0,0.0,0
ACTL7A;ACTL7B;ELP1,1,0.0,0.0,0
ACTL7B,198,0.0,0.0,0
ACTL7B;CTNNAL1;ELP1;EPB41L4B;FRRS1L;MIR32;ACTL7A;ABITRAM;TMEM245,1,0.0,0.0,0
ACTL8,106,0.0,0.0,0
ACTL8;ARHGEF10L;IGSF21,1,0.0,0.0,0
ACTL8;IGSF21,1,0.0,0.0,0
ACTL8;IGSF21;IGSF21-AS1;LINC01654;LOC120893115;LOC121677387;LOC126805636;LOC126805637;LOC126805638,2,0.0,0.0,0
ACTL8;IGSF21;IGSF21-AS1;LINC01654;LOC120893115;LOC126805636;LOC126805637;LOC126805638,2,0.0,0.0,0
ACTL9,144,0.0,0.0,0
ACTL9;MBD3L1;MUC16;OR2Z1;ZNF558,1,0.0,0.0,0
ACTMAP,20,0.0,0.0,0
ACTN1,1226,0.0,2.0,2
ACTN1-DT,2,0.0,0.0,0
ACTN2,3685,0.0,11.0,11
ACTN2;EDARADD;HEATR1;LGALS8;MT1HL1;MTR;RYR2,2,0.0,0.0,0
ACTN2;MT1HL1;MTR;RYR2,5,0.0,0.0,0
ACTN3,464,0.0,9.0,9
ACTN3;CTSF,2,0.0,0.0,0
ACTN4,1125,0.0,8.0,8
ACTN4;EIF3K;MAP4K1,1,0.0,0.0,0
ACTR10,140,0.0,0.0,0
ACTR10;ARMH4;PSMA3,1,0.0,0.0,0
ACTR1A,72,34.0,0.0,34
ACTR1B,142,5.0,0.0,5
ACTR1B;ANKRD36B;CNGA3;COX5B;TMEM131;VWA3B;ZAP70,1,0.0,0.0,0
ACTR1B;ANKRD36B;COX5B,1,0.0,0.0,0
ACTR1B;COX5B,3,0.0,0.0,0
ACTR2,58,25.0,2.0,27
ACTR2;AFTPH;CEP68;LGALSL;PELI1;RAB1A;SERTAD2;SLC1A4;SPRED2,1,0.0,0.0,0
ACTR2;CEP68;RAB1A;SLC1A4;SPRED2,1,0.0,0.0,0
ACTR2;RAB1A,1,0.0,0.0,0
ACTR3,82,24.0,0.0,24
ACTR3B,70,0.0,0.0,0
ACTR3B;GALNT11;GALNTL5;KMT2C;PRKAG2;XRCC2,3,0.0,0.0,0
ACTR3B;GALNT11;GALNTL5;KMT2C;XRCC2,4,0.0,0.0,0
ACTR3B;KMT2C;XRCC2,5,0.0,0.0,0
ACTR3B;XRCC2;KMT2C,1,0.0,0.0,0
ACTR3C,78,0.0,0.0,0
ACTR3C;GIMAP8;LRRC61;RARRES2;REPIN1;ZBED6CL;ZNF775,1,0.0,0.0,0
ACTR3;DPP10;SLC35F5,1,0.0,0.0,0
ACTR5,184,0.0,0.0,0
ACTR5;ADIG;ARHGAP40;FAM83D;PPP1R16B;RALGAPB;SLC32A1;SNHG11,1,0.0,0.0,0
ACTR6,84,0.0,0.0,0
ACTR6;ANKS1B;BLTP3B;DEPDC4;SCYL2,1,0.0,0.0,0
ACTR6;ANKS1B;SCYL2;SLC17A8;UHRF1BP1L;GARIN6;DEPDC4,1,0.0,0.0,0
ACTR6;BLTP3B;DEPDC4;SCYL2,1,0.0,0.0,0
ACTR8,196,0.0,0.0,0
ACTR8;CACNA1D;CACNA2D3;CHDH;IL17RB;SELENOK,2,0.0,0.0,0
ACTR8;CACNA1D;CHDH;IL17RB;SELENOK,1,0.0,0.0,0
ACTRT1,145,0.0,0.0,0
ACTRT2,134,0.0,0.0,0
ACTRT2;HES5;MMEL1;PANK4;PLCH2;PRDM16;PRXL2B;TNFRSF14;TTC34,1,0.0,0.0,0
ACTRT2;LOC126805583;LOC132088687;LOC132088688;LOC132088689;LOC132088690;MIR4251;PRDM16;PRDM16-DT,2,0.0,0.0,0
ACTRT2;PRDM16,3,0.0,0.0,0
ACTRT2;PRDM16;TTC34,6,0.0,0.0,0
ACTRT3,134,0.0,0.0,0
ACTRT3;LOC110806306;TERC,2,0.0,0.0,0
ACTRT3;LRRC31;LRRC34;LRRIQ4;MECOM;MYNN;SAMD7;TERC,1,0.0,0.0,0
ACVR1,876,0.0,21.0,21
ACVR1B,102,0.0,0.0,0
ACVR1B;ACVRL1;ANKRD33,1,0.0,0.0,0
ACVR1B;ACVRL1;ANKRD33;FIGNL2;SCN8A;SLC4A8,1,0.0,0.0,0
ACVR1C,150,6.0,1.0,7
ACVR1C;CYTIP;ERMN;GALNT5,1,0.0,0.0,0
ACVR2A,109,0.0,2.0,2
ACVR2A;EPC2;LYPD6;LYPD6B;MBD5;MMADHC;ORC4;RND3,2,0.0,0.0,0
ACVR2A;EPC2;MBD5;ORC4,2,0.0,0.0,0
ACVR2A;LOC126806366;LOC129934884;LOC129934885;LOC129934886;LOC129934887;LOC129934888;MBD5;ORC4,6,0.0,0.0,0
ACVR2A;MBD5;ORC4,8,0.0,0.0,0
ACVR2A;ORC4,2,0.0,0.0,0
ACVR2B,770,0.0,2.0,2
ACVR2B-AS1,4,0.0,0.0,0
ACVR2B;XYLB;EXOG,1,0.0,0.0,0
ACVRL1,2482,0.0,9.0,9
ACVRL1;ANKRD33;FIGNL2;SCN8A,1,0.0,0.0,0
ACY1,382,0.0,0.0,0
ACY1;ABHD14A-ACY1,2,0.0,0.0,0
ACY3,160,0.0,2.0,2
ACYP1,18,0.0,0.0,0
ACYP1;EIF2B2;MLH3,1,0.0,0.0,0
ACYP1;NPC2,2,0.0,0.0,0
ACYP2,54,0.0,0.0,0
ACYP2;C2orf73;SPTBN1,1,0.0,0.0,0
ACYP2;C2orf73;SPTBN1;TSPYL6,1,0.0,0.0,0
ACYP2;C2orf73;TSPYL6,1,0.0,0.0,0
ACYP2;CIMIP6;SPTBN1;TSPYL6,1,0.0,0.0,0
ACYP2;PSME4,1,0.0,0.0,0
ACYP2;TSPYL6,1,0.0,0.0,0
ADA,1541,11.0,23.0,34
ADA2,1237,0.0,0.0,0
ADA2;CCT8L2;CECR2;CECR3;GAB4;HDHD5;IL17RA;TMEM121B;XKR3,1,0.0,0.0,0
ADA2;CCT8L2;CECR3;GAB4;HDHD5;IL17RA;TMEM121B;XKR3,5,0.0,0.0,0
ADA2;CCT8L2;GAB4;HDHD5;IL17RA;TMEM121B;XKR3,1,0.0,0.0,0
ADA2;CECR3;HDHD5,1,0.0,0.0,0
ADAD1,130,0.0,0.0,0
ADAD1;AFG2A;BBS12;FGF2;IL2;IL21;NUDT6,1,0.0,0.0,0
ADAD2,372,0.0,0.0,0
ADAD2;ADAD2-AS1;DNAAF1;HSDL1;KCNG4;MBTPS1;SLC38A8;TAF1C;WFDC1,1,0.0,0.0,0
ADAD2;ADAD2-AS1;DNAAF1;HSDL1;MBTPS1;NECAB2;SLC38A8;TAF1C,1,0.0,0.0,0
ADAD2;ATP2C2;DNAAF1;HSDL1;KCNG4;LOC654780;MBTPS1;TAF1C;WFDC1,2,0.0,0.0,0
ADAD2;DNAAF1;HSDL1;LOC654780;MBTPS1;NECAB2;OSGIN1;SLC38A8;TAF1C,1,0.0,0.0,0
ADAL,6,0.0,0.0,0
ADAM10,251,39.0,16.0,55
ADAM10;ALDH1A2;AQP9;CGNL1;LIPC;MYZAP;POLR2M,1,0.0,0.0,0
ADAM10;ALDH1A2;AQP9;CGNL1;LIPC;MYZAP;POLR2M;TCF12,2,0.0,0.0,0
ADAM10;AQP9;LIPC,1,0.0,0.0,0
ADAM10;LIPC;MINDY2;SLTM,1,0.0,0.0,0
ADAM11,238,0.0,0.0,0
ADAM12,286,0.0,0.0,0
ADAM12;BCCIP;DHX32;EDRF1;FANK1;MMP21;TEX36;UROS,1,0.0,0.0,0
ADAM12;BCCIP;DHX32;EDRF1;FANK1;MMP21;UROS,1,0.0,0.0,0
ADAM12;DHX32;FANK1,1,0.0,0.0,0
ADAM12;LOC126861079;LOC126861080,2,0.0,0.0,0
ADAM15,410,0.0,0.0,0
ADAM17,1292,0.0,6.0,6
ADAM18,208,0.0,0.0,0
ADAM19,318,0.0,0.0,0
ADAM19;CYFIP2;FNDC9;GARIN3;HAVCR2;ITK;MED7;NIPAL4,1,0.0,0.0,0
ADAM2,229,3.0,0.0,3
ADAM20,256,0.0,0.0,0
ADAM21,224,0.0,0.0,0
ADAM21;ADAM20,1,0.0,0.0,0
ADAM21;COX16;SLC8A3;SYNJ2BP,1,0.0,0.0,0
ADAM22,387,0.0,0.0,0
ADAM22;DBF4,1,0.0,0.0,0
ADAM22;DBF4;RUNDC3B;SLC25A40;SRI,1,0.0,0.0,0
ADAM22;DBF4;SLC25A40;SRI;STEAP4;TEX47;ZNF804B,1,0.0,0.0,0
ADAM22;LOC121740690;LOC129389821;LOC129998764;LOC129998765;SRI;SRI-AS1;STEAP4,2,0.0,0.0,0
ADAM22;SRI;STEAP4,2,0.0,0.0,0
ADAM23,232,0.0,0.0,0
ADAM23;CMKLR2;EEF1B2;INO80D;NDUFS1;NRP2;PARD3B;ZDBF2,1,0.0,0.0,0
ADAM28,314,0.0,0.0,0
ADAM28;ADAM7;ADAM7-AS1;ADAM7-AS2;ADAMDEC1;LOC113788272;LOC126860329;LOC129389967,2,0.0,0.0,0
ADAM28;ADAM7;ADAMDEC1,1,0.0,0.0,0
ADAM28;ADAM7;ADAMDEC1;NEFL;NEFM;NKX2-6;NKX3-1;STC1,1,0.0,0.0,0
ADAM29,244,0.0,0.0,0
ADAM29;CEP44;FBXO8;GLRA3;HPGD,1,0.0,0.0,0
ADAM29;GLRA3,2,0.0,0.0,0
ADAM29;GLRA3;GPM6A,2,0.0,0.0,0
ADAM29;GLRA3;HPGD,1,0.0,0.0,0
ADAM30,246,3.0,0.0,3
ADAM30;HAO2;HMGCS2;HSD3B1;HSD3B2;PHGDH;REG4;ZNF697,1,0.0,0.0,0
ADAM30;HMGCS2;NOTCH2;PHGDH;REG4,1,0.0,0.0,0
ADAM30;LOC111776218;LOC120807608;LOC122094911;LOC129388600;NOTCH2;REG4,2,0.0,0.0,0
ADAM30;LOC111776218;LOC122094911;LOC129388600;NOTCH2,2,0.0,0.0,0
ADAM30;LOC111776218;LOC122094911;LOC129388600;NOTCH2;REG4,2,0.0,0.0,0
ADAM32,282,0.0,0.0,0
ADAM33,298,0.0,2.0,2
ADAM33;ADISSP;CDC25B;CENPB;HSPA12B;SIGLEC1;SPEF1,1,0.0,0.0,0
ADAM7,274,0.0,0.0,0
ADAM7;ADAM7-AS1;ADAM7-AS2;LOC126860330;MIR6841;NEFL;NEFM,2,0.0,0.0,0
ADAM7;ADAMDEC1;NEFL;NEFM,1,0.0,0.0,0
ADAM7;NEFL;NEFM,1,0.0,0.0,0
ADAM8,418,5.0,2.0,7
ADAM9,1193,0.0,0.0,0
ADAMDEC1,182,0.0,0.0,0
ADAMTS1,324,0.0,1.0,1
ADAMTS10,2198,0.0,1.0,1
ADAMTS12,637,0.0,0.0,0
ADAMTS12;AMACR;C1QTNF3;RXFP3;SLC45A2;TARS1,1,0.0,0.0,0
ADAMTS12;SLC45A2;C1QTNF3;RXFP3;AMACR,1,0.0,0.0,0
ADAMTS13,2355,17.0,0.0,17
ADAMTS13;REXO4,2,0.0,0.0,0
ADAMTS14,568,12.0,0.0,12
ADAMTS14;EIF4EBP2;LRRC20;NODAL;PALD1;PCBD1;PRF1;SGPL1;TBATA,1,0.0,0.0,0
ADAMTS15,364,9.0,0.0,9
ADAMTS15;ADAMTS8,1,0.0,0.0,0
ADAMTS15;ADAMTS8;APLP2;ST14;ZBTB44,1,0.0,0.0,0
ADAMTS16,445,11.0,0.0,11
ADAMTS16;ICE1,1,0.0,0.0,0
ADAMTS16;ICE1;IRX1;IRX2;IRX2-DT,1,0.0,0.0,0
ADAMTS17,3028,9.0,0.0,9
ADAMTS17;ASB7;CERS3;LINS1,2,0.0,0.0,0
ADAMTS17;CERS3,2,0.0,0.0,0
ADAMTS17;CERS3;LINS1,2,0.0,0.0,0
ADAMTS17;LOC113939942;LOC121847962;LOC121847963;LOC126862248;LOC130058035,2,0.0,0.0,0
ADAMTS17;LOC113939942;LOC121847963;LOC126862248;LOC130058035,2,0.0,0.0,0
ADAMTS17;LOC113939942;LOC126862248,2,0.0,0.0,0
ADAMTS17;LYSMD4;MEF2A,1,0.0,0.0,0
ADAMTS18,2608,11.0,1.0,12
ADAMTS18;CLEC3A;CNTNAP4;MON1B;NUDT7;SYCE1L;VAT1L;WWOX,1,0.0,0.0,0
